Geneid	SRR2932702_1.bam	SRR2932703_1.bam	SRR2932704_1.bam	SRR2932705_1.bam	SRR2932706_1.bam	SRR2932707_1.bam
G430049J08Rik	0	0	0	0	0	0
Bambi	21	29	17	18	12	30
Gm23643	0	0	0	0	0	0
Gm24632	0	0	0	0	0	0
Lyzl1	1	0	0	0	0	0
Gm10557	31	62	46	17	13	31
Map3k8	42	56	66	32	48	55
Gm26865	22	11	21	10	5	8
Mtpap	169	170	205	183	115	183
Jcad	54	48	50	37	31	25
Gm10556	2	2	3	2	1	5
Svil	353	308	414	210	178	337
Gm26682	0	0	1	1	0	2
Zfp438	40	36	32	37	32	33
Gm10125	10	21	34	16	14	18
Gm26575	0	0	0	0	0	0
Gm2238	0	0	0	0	0	0
Zeb1	222	194	217	189	186	229
Gm16147	0	0	0	0	1	0
Gm22709	0	0	0	0	0	0
Arhgap12	296	298	373	216	175	321
Kif5b	416	378	424	400	285	379
Gm17036	114	58	99	61	31	58
Rpl27-ps3	8	10	8	4	2	5
Gm6291	0	0	0	0	0	0
Epc1	283	255	263	211	195	301
Gm28529	27	26	16	26	38	26
Mir1893	0	0	0	0	0	0
4921524L21Rik	0	0	0	0	0	0
Rab18	750	685	859	844	573	746
Mkx	3	5	2	10	9	16
Armc4	1	0	1	0	0	0
Mpp7	71	55	69	81	59	59
Fabp5l2	0	0	0	0	0	0
Gm24292	0	0	0	0	0	0
Wac	569	521	615	460	300	486
Gm7502	0	0	0	0	0	0
Gm5819	1	0	3	3	0	0
Gm26119	0	0	1	1	1	0
Gm37148	0	0	0	0	0	0
Fzd8	116	150	140	198	146	142
Gjd4	0	0	0	0	0	0
Ccny	466	448	575	452	245	434
Gm22765	0	0	0	0	0	0
Cetn1	0	0	0	0	0	0
Colec12	438	428	448	591	347	583
Gm17430	0	0	0	0	1	1
Gm7497	0	0	0	0	0	0
Gm23350	0	0	0	0	0	0
Gm23637	0	0	0	0	0	0
Gm5501	0	0	0	0	0	0
Thoc1	294	284	247	285	259	333
Usp14	354	308	391	424	273	374
Rock1	306	304	345	258	269	324
Gm2531	0	0	0	0	0	0
Gm26244	0	0	0	0	0	0
Greb1l	14	12	10	9	7	16
Gm44409	0	0	0	0	0	0
Nutf2-ps2	0	0	0	0	0	0
Gm24894	0	0	0	0	0	0
Esco1	137	139	130	124	106	145
Snrpd1	72	90	64	128	121	140
Abhd3	460	466	509	891	636	883
4930563E18Rik	1	0	2	0	0	1
Mib1	623	537	755	541	343	549
Gm25116	0	0	0	0	0	0
Mir133a-1hg	0	1	0	0	0	1
Mir133a-1	0	0	0	0	0	0
Mir1b	0	0	0	0	0	0
Mir1a-2	0	0	0	0	0	0
1010001N08Rik	16	22	23	16	13	19
Gata6	62	56	73	58	58	94
Rbbp8	76	71	85	66	67	114
Gm6277	18	14	18	15	17	15
Cables1	68	67	48	45	36	60
Mir1901	0	0	0	0	0	0
Tmem241	59	56	64	79	92	77
Riok3	841	859	881	763	588	793
Gm25289	0	1	0	0	0	0
3110002H16Rik	302	343	333	367	368	375
Npc1	1734	1662	2382	1560	1226	1691
Gm15956	613	545	920	445	262	472
Ankrd29	5	11	8	8	3	8
Gm16072	1	2	0	1	0	0
Lama3	85	106	140	50	32	26
Gm29201	0	0	0	0	0	0
Gm29199	0	0	0	0	0	0
Gm29200	1	2	2	0	0	2
Gm22340	0	0	0	0	0	0
Ttc39c	3441	4610	5712	3819	2563	2131
Mir1948	0	0	0	0	0	0
Cabyr	113	152	127	85	77	84
Gm7599	0	4	3	3	2	1
Osbpl1a	1144	1030	1660	1239	1029	1364
Gm5687	0	0	0	0	0	0
Gm26407	1	0	1	0	0	1
Impact	219	254	207	251	205	335
Hrh4	0	0	1	1	0	0
Gm22251	0	0	0	0	0	0
Zfp521	3	6	5	7	3	12
Gm5160	1	2	1	3	2	1
Gm6457	13	9	19	11	6	17
Ss18	328	358	381	298	197	322
Gm24924	0	0	0	0	0	0
Psma8	9	11	3	12	6	9
Taf4b	22	26	41	30	29	42
Kctd1	16	10	22	23	17	28
Gm6304	3	4	5	11	7	12
Aqp4	109	90	155	71	42	66
Chst9	0	0	2	2	0	4
Gm10036	18	19	14	13	13	13
Gm24228	0	0	0	0	0	0
Gm4835	0	0	0	0	0	0
Gm22389	0	0	0	0	0	0
Gm24385	0	0	0	0	0	0
Gm7665	1	0	1	1	3	4
Cdh2	701	694	809	892	634	795
Gm15485	0	0	1	0	1	0
Gm15328	2	7	3	1	1	6
Gm7670	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0
Gm22470	0	0	0	0	0	0
Gm24015	0	0	0	0	0	0
Gm26235	0	0	0	0	0	0
Gm25392	0	0	0	0	0	0
Gm24238	0	0	0	0	0	0
Dsc3	0	0	0	0	0	0
Dsc2	369	389	583	390	304	444
Dsc1	0	0	0	0	0	0
Dsg1c	18	45	34	54	71	98
Dsg1a	0	0	0	0	0	0
Dsg1b	0	0	0	0	0	0
Dsg4	0	0	0	0	0	0
Dsg3	0	0	0	0	0	0
Dsg2	1040	1098	1369	799	605	870
Gm16090	868	1000	1096	739	508	842
Ttr	20425	28130	23636	43773	50747	50645
Gm10269	4	4	3	5	1	2
B4galt6	27	21	17	23	24	42
Trappc8	495	405	573	416	294	540
Gm24959	0	0	0	0	0	0
Rnf125	578	214	475	226	156	296
Rnf138	114	128	132	159	116	140
Mep1b	2	1	0	0	0	1
Gm6378	0	0	1	0	0	0
Garem1	230	188	244	175	118	201
Gm24372	0	0	0	0	0	0
Gm22886	0	0	0	0	0	0
Klhl14	2	0	0	1	1	1
4930426D05Rik	0	0	0	0	0	1
Ccdc178	0	1	0	0	0	0
Asxl3	0	1	0	0	0	1
Nol4	0	0	1	3	0	0
Gm22495	0	0	0	0	0	0
Dtna	3	7	2	8	2	4
AC163102.1	0	0	0	0	0	1
Gm15972	0	0	0	1	0	0
Mapre2	53	62	75	43	49	86
Mir6360	0	0	0	0	0	0
Gm23207	0	0	0	0	0	0
Zfp397	248	229	288	139	129	227
Zscan30	11	10	8	9	4	8
Zfp35	79	105	98	81	66	82
Zfp24	264	239	254	227	149	234
Ino80c	125	109	94	157	110	153
Galnt1	461	407	510	349	259	384
Gm7701	0	0	0	0	0	0
Mir187	0	0	0	0	0	0
2700062C07Rik	70	88	50	83	98	99
Rprd1a	157	155	213	114	112	163
Gm23606	0	0	0	0	0	0
Slc39a6	29	14	7	12	8	12
Elp2	295	306	339	292	285	384
Mocos	485	386	402	482	330	446
n-R5s23	2	0	0	0	0	0
Gm9955	0	0	0	0	0	0
Fhod3	12	20	14	12	14	19
Gm24294	0	0	0	0	0	0
Tpgs2	31	40	47	67	47	72
AW554918	66	53	66	59	55	53
Gm16558	0	0	0	0	0	0
Celf4	10	8	9	15	9	6
AC144938.1	0	0	0	0	0	0
Gm25845	0	0	0	0	0	0
AC121094.1	0	0	0	0	0	0
Gm7847	0	0	0	0	0	0
Gm23674	0	0	0	0	0	0
Gm26106	0	0	0	0	0	0
Gm7729	1	3	1	0	0	3
Gm24246	0	0	0	0	0	0
Pik3c3	205	213	229	173	152	193
Rpl29-ps5	0	0	0	0	0	0
Gm22870	0	0	0	0	0	0
Gm7936	0	0	0	0	0	0
Rit2	0	0	0	0	1	0
Gm23283	0	0	0	0	0	0
Syt4	0	0	0	7	0	1
Gm26658	0	0	0	1	0	0
Gm25396	0	0	0	0	0	0
Slc25a46	422	345	395	368	223	357
B930094E09Rik	28	25	14	24	12	26
Sap130	425	454	444	318	301	452
Ammecr1l	756	902	830	736	635	779
Gm26533	411	569	513	533	435	488
Polr2d	38	62	29	61	53	70
Wdr33	408	448	488	451	400	491
Gm6665	7	26	11	56	38	49
Gm26823	4	0	6	2	2	1
Sft2d3	48	37	33	40	59	49
Lims2	914	874	1321	1015	1161	1319
Gpr17	168	168	246	192	148	214
Myo7b	1	1	2	1	6	3
Gm16344	0	0	0	0	0	0
Gm16345	0	0	0	0	0	0
Iws1	355	292	343	214	158	311
Proc	3984	5536	4826	5844	6175	5733
Gm26717	1	0	1	3	3	1
Map3k2	303	225	322	186	121	225
Ercc3	225	202	208	216	190	278
Gm22325	0	0	0	0	0	0
A830052D11Rik	11	5	23	19	24	21
Bin1	152	144	147	118	126	158
Gm35060	1	3	1	0	3	3
Gm44577	0	0	1	0	0	0
Gm20136	0	0	0	0	0	0
Gypc	37	62	40	67	92	95
Gm25826	0	0	0	0	0	0
4930455D15Rik	0	5	3	3	1	6
Tslp	0	1	3	0	2	6
Gm26378	0	0	0	0	0	0
Wdr36	196	188	222	179	119	181
Mir6361	0	0	0	0	0	0
2310026I22Rik	0	0	0	0	0	0
Camk4	8	9	7	7	5	1
Gm22814	0	0	0	0	0	0
Stard4	383	412	591	552	440	468
Nrep	135	86	81	168	149	118
Gm10549	3	2	0	4	7	5
Epb41l4aos	25	58	27	55	69	52
Gm23639	0	0	0	0	0	0
Epb41l4a	3	5	3	5	5	9
Gm22788	0	0	0	0	0	0
Gm24432	0	0	0	0	0	0
Gm23411	0	0	0	0	0	0
Gm10548	6	6	5	6	5	2
Apc	340	399	410	272	201	404
Srp19	105	158	128	169	151	157
Reep5	56	91	70	104	152	158
Pkd2l2	225	252	177	192	173	235
Fam13b	412	396	343	246	168	331
n-R5s24	0	0	0	0	0	0
Wnt8a	0	0	0	0	0	0
Nme5	2	1	4	1	3	2
4933408B17Rik	7	6	14	10	5	15
Brd8	315	292	324	259	194	349
Kif20a	27	35	26	34	47	47
Cdc23	147	157	170	154	161	198
n-R5s25	0	0	0	0	0	0
Gfra3	1	0	0	0	0	0
Cdc25c	0	1	0	1	1	2
Gm3550	0	0	0	0	0	0
2010110K18Rik	0	1	0	2	3	1
Fam53c	191	168	182	191	162	178
Kdm3b	516	552	520	441	295	567
Gm26538	20	19	20	9	6	16
Reep2	1	1	2	4	3	2
Egr1	98	107	178	640	239	352
Etf1	772	706	759	634	411	559
Hspa9	5498	4718	5621	4615	2714	3658
Gm22200	0	0	0	0	0	0
Gm26109	0	0	0	0	0	0
Ctnna1	1177	1146	1474	1190	953	1431
Lrrtm2	1	1	0	1	0	1
Sil1	335	415	392	489	524	502
Gm5239	1	1	1	0	0	0
Snhg4	0	0	0	0	0	0
Gm28285	0	1	0	0	0	0
Mir1949	0	0	0	0	0	0
Snora74a	0	0	0	0	0	0
AC121821.1	0	0	0	0	0	0
Matr3	419	549	469	443	358	441
Gm36989	0	0	0	0	0	0
Paip2	792	1068	940	1151	1106	1264
Slc23a1	718	1109	870	1172	1152	1386
Mzb1	2	5	1	3	4	10
Prob1	97	151	121	120	144	235
Spata24	22	34	22	33	64	53
Dnajc18	61	60	56	69	52	66
1700066B19Rik	15	18	23	25	24	35
Ecscr	11	15	21	9	19	31
Tmem173	14	27	26	11	27	29
Gm16490	0	0	0	0	0	0
Ube2d2a	438	479	365	494	387	457
Cxxc5	331	361	393	334	277	354
Gm29417	23	20	25	14	6	11
Gm23882	0	0	0	0	0	0
Psd2	0	0	0	3	1	0
Nrg2	2	0	1	2	3	1
Pura	114	122	120	92	116	108
Gm45884	48	25	41	9	7	15
Igip	76	92	86	91	80	83
Cystm1	29	17	34	53	73	97
Pfdn1	125	140	121	209	240	202
Hbegf	7	6	10	10	4	2
Slc4a9	13	6	6	0	6	6
Ankhd1	510	726	732	486	373	633
Gm6542	0	0	0	0	0	0
Eif4ebp3	0	0	0	0	0	0
Sra1	769	878	734	891	1049	1182
Slc35a4	202	173	184	219	202	284
E230025N22Rik	1	0	0	0	0	0
Cd14	10	15	11	19	27	38
Tmco6	56	53	59	72	100	95
Ndufa2	318	467	285	714	926	739
Ik	585	598	656	764	635	692
Wdr55	87	130	119	153	113	119
Dnd1	11	16	6	4	9	8
Hars	242	301	297	293	219	237
Hars2	283	336	339	358	258	341
Zmat2	262	316	334	344	371	324
Vaultrc5	2	0	2	0	0	0
Gm23424	0	0	0	0	0	0
Gm6756	0	0	0	0	0	0
Pcdha1	0	0	0	0	0	0
Gm37751	0	0	0	0	0	0
Pcdha2	0	0	0	0	0	0
Pcdha3	0	0	0	0	0	0
Pcdha4	0	0	0	0	0	0
Gm38225	0	0	0	0	0	0
Gm42416	0	0	0	0	0	0
Pcdha5	0	0	0	0	0	0
Gm37753	0	0	0	0	0	0
Pcdha6	0	0	0	0	0	0
Gm37013	0	0	0	0	0	0
Pcdha7	0	0	0	0	0	0
Gm37388	0	0	0	0	0	0
Gm36858	0	0	0	0	0	0
Pcdha8	0	0	0	0	0	0
Pcdha9	0	0	0	0	0	0
Pcdha11	0	0	0	0	0	0
Gm10545	0	0	0	0	0	0
Gm18150	0	0	0	0	0	0
Pcdha12	0	0	0	0	0	0
Gm19035	0	0	0	0	0	0
Pcdhac1	0	0	0	0	0	0
Pcdhac2	0	0	0	0	0	0
Gm10544	0	0	0	0	0	0
Gm38097	0	0	0	0	0	0
Pcdhb1	0	0	0	0	0	0
Pcdhb2	0	0	0	0	0	0
Pcdhb3	0	0	0	0	0	0
Gm18529	0	0	0	0	0	0
Pcdhb4	0	0	0	0	0	0
Pcdhb5	0	0	0	0	0	0
Pcdhb6	0	0	0	0	0	0
Pcdhb7	0	0	0	0	0	0
Pcdhb8	0	0	0	0	0	0
Pcdhb9	0	0	0	0	0	0
Pcdhb10	0	0	0	0	0	0
Pcdhb11	0	0	0	0	0	0
Gm37446	1	2	1	0	0	0
Gm20162	0	0	0	0	0	0
Pcdhb12	0	0	0	0	0	0
Pcdhb13	0	0	0	0	0	0
Pcdhb14	0	0	0	0	0	0
Pcdhb15	0	0	0	0	0	0
Pcdhb16	0	0	0	0	0	0
Pcdhb17	0	0	0	0	0	0
Pcdhb18	0	0	0	0	0	0
Pcdhb19	0	0	0	0	0	0
Pcdhb20	0	0	0	0	0	0
Pcdhb21	0	0	0	0	0	0
Pcdhb22	0	0	0	0	0	0
4930517L18Rik	0	0	0	0	0	0
Slc25a2	3	1	2	5	2	3
Taf7	52	46	42	66	43	49
Gm8242	8	10	5	15	13	12
3222401L13Rik	0	0	0	0	0	0
Pcdhga1	0	0	0	0	0	0
Gm37118	0	1	1	0	0	0
Pcdhga2	0	0	0	0	0	0
Pcdhga3	0	0	0	0	0	0
Pcdhgb1	0	0	0	0	0	0
Pcdhga4	0	0	0	0	0	0
Pcdhgb2	0	0	0	0	0	0
Pcdhga5	0	0	0	0	0	0
Gm24401	0	0	0	0	0	0
Pcdhga6	0	0	0	0	0	0
Gm37165	0	5	4	3	3	4
Pcdhga7	0	0	0	0	0	0
Pcdhgb4	0	0	0	0	0	0
Pcdhga8	0	0	0	0	0	0
Pcdhgb5	0	0	0	0	0	0
Pcdhga9	0	0	0	0	0	0
Pcdhgb6	0	0	0	0	0	0
Gm26672	5	6	5	10	0	11
Pcdhga10	0	0	0	0	0	0
Pcdhgb7	0	0	0	0	0	0
Pcdhga11	0	0	0	0	0	0
Pcdhgb8	0	0	0	0	0	0
Pcdhga12	0	0	0	0	0	0
BC037039	2	5	19	3	1	9
Pcdhgc3	0	0	0	0	0	0
Pcdhgc4	0	0	0	0	0	0
Pcdhgc5	0	0	0	0	0	0
Gm38182	0	0	0	0	0	0
Gm29994	0	1	0	0	0	0
Diaph1	617	605	747	554	435	733
Mir6979	0	0	0	0	0	0
Hdac3	381	524	383	533	516	601
Rell2	4	13	8	9	14	12
Fchsd1	16	21	15	16	27	22
Arap3	189	352	223	259	228	282
Mir6981	0	0	0	0	0	0
Mir6980	0	0	0	0	0	0
Pcdh1	720	798	804	718	595	684
2010320O07Rik	9	3	10	5	6	3
1700086O06Rik	70	55	63	57	57	66
Gm10268	2	5	4	1	1	1
0610009O20Rik	348	367	438	434	348	448
Pcdh12	43	59	73	30	26	21
Rnf14	655	749	743	693	476	617
Gm23205	0	0	0	0	0	0
Gnpda1	202	291	312	334	267	412
Gm24690	0	0	0	0	0	0
Ndfip1	980	1030	1097	1297	977	1301
Spry4	25	31	27	41	31	47
Gm27369	0	0	0	0	0	0
Gm27804	0	0	0	0	0	0
Arhgap26	1527	1553	1927	1254	961	1200
Gm19774	0	0	0	0	0	0
Gm15335	0	0	0	0	0	0
Gm8302	0	0	0	0	0	0
Fgf1	1338	1322	1733	1000	742	836
Gm15334	1	0	0	0	0	0
Gm15336	10	10	15	14	3	9
Gm15333	0	0	1	0	1	1
Gm15337	58	91	81	118	93	134
Nr3c1	513	522	588	495	356	485
Pabpc2	0	0	0	0	0	0
Yipf5	266	240	294	330	177	264
2900055J20Rik	0	0	0	0	0	0
Kctd16	0	0	0	1	0	0
Rps19-ps13	0	0	0	0	0	0
Gm22515	0	0	0	0	0	0
Gm22483	0	0	0	0	0	0
Gm44476	0	0	0	0	0	0
Prelid2	5	8	5	3	5	5
Grxcr2	0	0	0	0	0	0
Sh3rf2	0	0	2	0	0	1
Gm5689	0	0	0	0	0	0
Plac8l1	0	0	0	0	0	0
Lars	386	339	358	304	294	407
Rps19-ps4	0	0	0	0	1	1
Rbm27	162	140	152	150	92	142
Gm22697	0	0	0	0	0	0
Pou4f3	0	0	0	0	0	0
Gm16415	0	0	0	0	0	0
Tcerg1	206	187	190	171	124	237
Gm27457	0	0	0	0	0	0
Gpr151	0	0	1	1	0	1
Ppp2r2b	0	2	2	3	11	4
4933407I08Rik	0	0	0	0	0	0
Gm22264	0	0	0	0	0	0
Gm8181	3	0	2	0	0	0
Stk32a	0	2	1	3	0	0
Dpysl3	16	18	15	15	14	13
Gm3650	0	0	2	0	0	1
Eif3j2	25	43	73	37	27	6
Gm27325	0	0	0	0	0	0
Jakmip2	0	0	0	2	0	0
Spink1	0	0	0	0	1	2
Gm23894	0	0	0	0	0	0
Scgb3a2	0	0	0	0	0	0
Gm94	0	0	0	0	0	0
Spink5	20	10	8	3	1	6
Spink14	0	0	0	0	0	0
Spink6	0	0	0	0	0	0
Spink12	0	0	0	0	0	0
Gm37797	0	0	0	0	0	0
Gm10267	0	0	0	0	0	0
Spinkl	0	0	0	0	0	0
Spink11	0	0	0	0	0	0
Gm10542	0	0	0	0	0	0
Npy6r	0	0	0	0	0	0
Myot	0	0	0	0	25	3
Dcp2	120	104	140	117	81	108
Mcc	490	434	740	456	270	401
A930012L18Rik	3	3	4	2	0	3
Gm43425	0	5	3	0	3	0
Ythdc2	127	112	101	72	41	109
Gm26928	0	0	0	0	0	0
Kcnn2	324	300	572	356	317	400
Gm10540	0	0	0	0	0	0
A330093E20Rik	43	61	70	108	120	114
Gm26262	0	0	0	0	0	0
Gm38337	0	0	0	0	0	0
Trim36	0	3	4	7	3	8
1700018A14Rik	0	1	0	0	0	0
Pggt1b	63	65	66	51	30	60
Ccdc112	0	2	3	3	0	1
Gm24617	0	0	0	0	0	0
Mospd4	1	0	1	0	1	0
Gm24076	0	0	0	0	0	0
Fem1c	143	138	141	113	84	107
Ticam2	0	0	0	1	2	2
Tmed7	760	632	737	693	434	639
Eif1a	549	459	466	405	242	390
Cdo1	12076	13088	11297	15706	13729	16550
Atg12	326	353	341	385	267	358
Ap3s1	326	308	336	359	289	423
Lvrn	2	4	0	0	1	0
Gm23610	0	0	0	0	0	0
Arl14epl	0	0	0	0	0	0
Commd10	49	55	41	78	88	80
Gm22791	0	0	0	0	0	0
Gm25036	0	0	0	0	0	0
Sema6a	52	89	63	67	38	71
Eno1b	28	26	30	19	11	28
Gm5839	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0
Gm25440	0	0	0	0	0	0
Dtwd2	23	9	20	22	12	24
Gm16283	3	4	1	7	10	6
1700065O20Rik	0	0	0	0	0	0
Dmxl1	248	196	307	199	129	237
Tnfaip8	18	30	19	12	23	29
C030005K06Rik	1	1	4	2	0	2
Hsd17b4	6708	5857	7599	6892	4748	6183
Cd63-ps	0	0	0	0	0	0
Gm8529	0	0	0	0	0	0
Fam170a	0	0	0	0	0	0
Pudp	0	0	0	0	0	0
Prr16	217	243	299	367	322	309
Gm25739	0	0	0	0	0	0
Gm25785	0	0	0	0	0	0
Gm4950	11	21	21	35	32	31
Gm22259	0	0	0	0	0	0
Ftmt	0	0	0	0	0	0
Srfbp1	63	87	79	73	51	80
Gm27026	0	0	0	0	0	0
Lox	2	3	0	7	5	9
Zfp474	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0
Gykl1	0	0	0	0	0	0
Sncaip	6	10	5	8	2	11
Snx2	520	522	620	558	446	627
Snx24	150	139	128	178	168	198
Ppic	25	32	27	36	27	41
Prdm6	0	2	0	0	1	0
Cep120	201	224	229	153	120	174
Csnk1g3	245	251	275	240	165	293
Gm5507	4	2	1	0	1	1
Redrum	0	0	0	0	0	0
Zfp608	77	91	77	81	80	107
Gm26742	0	4	5	3	2	3
Gm4221	5	3	1	2	5	7
Gm24183	0	0	0	0	0	0
Gm34073	0	0	0	0	0	0
Gm22597	0	0	0	0	0	0
Gm37828	0	0	0	0	0	0
Gm37337	0	0	0	0	0	0
Gm24514	0	0	0	0	0	0
Gm26959	0	0	0	0	0	0
Gm8614	0	0	0	0	0	0
Gm23335	0	0	0	0	0	0
Gm6944	0	2	0	0	1	0
Gm22484	0	0	0	0	0	0
Gm23555	0	0	0	0	0	0
Gm25476	0	0	0	0	0	0
Gramd3	482	358	639	431	343	492
Aldh7a1	3859	4004	4452	5367	4122	4174
Mir1258	0	1	1	1	0	2
Phax	205	240	209	291	263	287
Tex43	0	0	0	0	0	0
Lmnb1	46	54	56	55	56	59
March3	39	21	22	30	33	34
Gm15345	14	14	19	16	9	18
C330018D20Rik	134	159	137	157	139	188
Megf10	0	0	0	1	1	0
Prrc1	469	431	434	397	326	425
4930511M06Rik	364	364	388	325	266	346
Ctxn3	0	1	0	0	2	0
1700066O22Rik	0	0	0	0	0	0
1700011I03Rik	1	3	1	4	2	2
Gm26038	0	0	0	0	0	0
Gm44491	0	0	0	0	0	0
Slc12a2	86	95	74	78	63	87
Fbn2	0	1	0	0	0	2
Gm26507	0	0	0	0	0	0
Gm25660	0	0	0	0	0	0
Slc27a6	5	4	2	1	0	4
Gm23270	0	0	0	0	0	0
Isoc1	702	637	898	630	295	529
Adamts19	0	0	0	0	0	0
A730017C20Rik	0	0	1	1	0	0
Chsy3	49	59	58	48	55	61
Mir6355	0	0	0	0	0	0
Gm26028	0	0	0	0	0	0
Gm23576	0	0	0	0	0	0
Gm4951	1868	1762	2465	1169	723	1080
Gm5970	0	0	0	0	0	0
Gm4841	26	34	45	13	19	17
F830016B08Rik	820	1075	772	349	117	697
Iigp1	3963	3682	5395	3221	2569	3248
Gm6960	0	0	0	1	0	0
BC023105	44	210	197	76	103	141
Smim3	5	12	9	5	13	16
Dctn4	242	255	272	240	196	250
Rbm22	191	244	211	214	213	265
Myoz3	0	1	0	0	3	0
Synpo	166	224	113	117	155	278
Ndst1	1142	932	1249	588	290	545
Rps14	1262	1578	1116	1583	1730	1453
Gm8731	0	0	0	0	0	0
Cd74	289	690	591	346	568	689
Mir5107	0	0	0	0	0	0
Tcof1	88	101	122	92	87	124
Arsi	0	1	0	1	2	0
Camk2a	0	0	0	9	6	5
Mir7220	0	0	0	0	0	0
Mir6982	0	0	0	0	0	0
Slc6a7	4	16	10	10	9	30
Cdx1	0	0	0	0	0	0
Pdgfrb	69	111	92	88	98	143
Csf1r	206	329	327	241	234	348
Mir6983	0	0	0	0	0	0
Hmgxb3	175	160	170	128	117	149
Gm26403	0	0	0	0	0	0
Slc26a2	24	22	22	33	41	41
Pde6a	18	25	9	13	12	11
Rps2-ps10	21	40	22	19	23	20
Ppargc1b	110	124	123	131	164	124
Gm25301	2	1	4	2	4	6
Mir378a	0	0	0	0	0	0
Gm25834	0	0	0	0	0	0
Arhgef37	75	133	119	96	64	68
Csnk1a1	1191	1055	1069	944	698	972
Bvht	22	35	19	29	27	50
Mir145a	1	1	1	0	2	4
Mir143	0	0	0	0	0	1
Carmn	4	3	1	12	9	5
Il17b	0	0	0	0	0	0
Gm38165	0	0	0	0	0	0
Pcyox1l	14	17	17	33	47	37
Grpel2	832	898	988	1027	888	1315
1500015A07Rik	26	47	33	35	44	46
Afap1l1	40	53	47	35	32	45
Ablim3	391	342	368	331	299	295
Gm37774	0	0	0	0	0	0
Sh3tc2	11	17	15	15	17	28
Adrb2	2	14	8	19	24	29
Gm9949	0	3	1	4	3	0
Htr4	0	0	0	0	0	0
Fbxo38	326	302	375	227	137	251
Spink10	1	3	4	0	3	1
Gm36368	2	3	0	0	0	0
Spink7	0	0	0	0	0	0
Spink13	0	0	0	0	0	0
Gm17732	0	0	0	0	0	0
2700046A07Rik	0	0	0	1	0	0
Apcdd1	1	1	0	2	0	0
Napg	276	271	262	256	186	315
Piezo2	24	46	27	15	25	25
Gm26972	0	0	0	0	0	0
Gm23581	0	0	0	0	0	0
Gm22560	0	0	0	0	0	0
Gm22210	0	0	0	0	0	0
Gm24848	0	0	0	0	0	0
Txnl1	650	599	732	773	671	763
Wdr7	161	171	235	183	121	182
Gm24384	0	0	0	0	0	0
St8sia3os	67	86	90	85	62	100
St8sia3	22	34	42	21	18	28
Onecut2	1194	925	1156	944	678	1039
Amd-ps3	3	5	1	0	0	3
Fech	1412	1374	1731	1375	888	1201
Nars	853	767	920	930	573	806
Atp8b1	242	219	356	253	181	289
Gm23016	0	0	0	0	0	0
Gm24504	0	0	0	0	0	0
AC131709.1	0	1	1	1	0	0
Nedd4l	829	750	658	643	521	741
Mir122	2	4	1	6	5	5
Alpk2	0	3	2	1	3	3
Gm22567	0	0	0	0	0	0
Malt1	140	117	163	79	78	151
Zfp532	48	69	43	72	62	108
Gm37643	0	0	0	0	0	0
Oacyl	0	1	0	0	0	3
Sec11c	118	178	147	214	191	185
Grp	0	0	0	0	0	0
Gm25150	0	0	0	0	0	0
Rax	0	0	0	0	0	1
Raxos1	0	0	0	0	0	0
Cplx4	0	1	0	0	0	0
Lman1	1532	1269	1715	1531	1144	1434
Ccbe1	31	48	41	34	38	51
Mir694	0	0	0	0	0	0
Gm15958	4	3	2	3	2	7
Pmaip1	7	9	7	4	6	9
Gm24679	0	0	0	0	0	0
Gm22219	0	0	0	0	0	0
Mc4r	0	0	0	0	0	0
Gnal	57	88	62	74	101	83
Gm23512	0	0	0	0	0	0
Chmp1b	0	0	0	0	0	0
Mppe1	161	146	142	140	101	154
Impa2	70	53	80	38	45	68
B430212C06Rik	2	4	4	38	18	16
Cidea	3	2	0	159	66	59
Tubb6	81	95	89	140	143	140
Afg3l2	1076	1140	1159	1104	933	1174
Gm24900	0	0	0	0	0	0
Prelid3a	0	0	1	2	0	0
Spire1	8	5	13	7	9	13
Gm17669	1	0	0	0	0	0
Cep76	51	34	46	51	40	47
Psmg2	111	122	108	144	118	145
Ptpn2	147	183	166	190	153	235
Gm26910	4	11	6	4	6	5
Seh1l	387	363	431	330	242	363
Cep192	48	68	65	35	39	76
Ldlrad4	112	81	107	140	105	133
Fam210a	792	729	899	776	508	650
Mir7219	0	0	0	0	0	0
Rnmt	147	152	157	164	104	148
Mc5r	0	0	0	0	0	0
Mc2r	0	0	0	0	0	0
Mir6356	0	0	0	0	0	0
4930546C10Rik	0	0	0	0	0	0
Mir145b	0	0	0	0	0	0
Gm23536	0	0	0	0	0	0
Gm31294	0	0	0	0	0	0
Gm4842	0	0	0	0	0	0
Tcf4	129	161	119	166	155	212
Gm24845	0	0	0	0	0	0
Gm22508	0	0	0	0	0	0
Ccdc68	28	37	27	40	16	41
1700061H18Rik	17	25	23	25	26	51
4930448D08Rik	0	2	2	0	0	2
Rab27b	13	8	10	17	10	15
Dynap	0	0	0	0	0	0
Gm45879	0	0	0	0	0	0
4930503L19Rik	56	106	88	67	47	112
Stard6	5	3	1	3	2	3
Poli	59	73	75	77	62	89
Mir6357	10	11	11	14	14	13
Mbd2	356	393	379	446	428	486
Dcc	1	1	1	1	0	0
Gm25509	0	0	0	0	0	0
